PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31;TECNICA;ENVIADO
GIRONA;CADAQUES;999;OXIDOS DE NITROGENO TOTALES;17032999_12_8;2021;7;3;V;4;V;3;70;V;2;V;2;60;V;3;10;V;2;90;V;2;30;V;2;80;V;3;40;V;2;40;V;2;50;V;2;V;2;20;V;2;10;V;2;60;V;2;70;V;2;40;V;3;90;V;4;50;V;4;50;V;3;90;V;3;60
GIRONA;CADAQUES;999;OZONO;17032999_14_6;2021;7;77;V;89;V;91;V;78;V;72;V;67;V;62;V;64;V;70;V;78;V;75;V;56;V;51;V;62;V;72;V;81;V;81;V;87;V;91;V;101;V;107;V;110;V;94;V;75;V;69;V;81;V;91;V;79;V;76;V;75;V;59;V;C;
GRANADA;VIZNAR;999;MONOXIDO DE NITROGENO;18189999_7_8;2021;7;0;68;V;0;52;V;0;56;V;0;57;V;0;68;V;0;77;V;0;82;V;0;60;V;0;61;V;0;54;V;0;48;V;0;61;V;0;73;V;0;52;V;0;90;V;0;64;V;0;55;V;0;46;V;0;92;V;0;59;V;0;52;V;0
GRANADA;VIZNAR;999;DIOXIDO DE NITROGENO;18189999_8_8;2021;7;1;50;V;1;20;V;1;40;V;1;30;V;2;10;V;1;30;V;1;20;V;1;40;V;1;70;V;1;20;V;1;70;V;1;60;V;1;20;V;1;20;V;2;V;1;40;V;1;60;V;1;50;V;2;20;V;1;40;V;1;30;V;1;30
GRANADA;VIZNAR;999;OZONO;18189999_14_6;2021;7;104;V;111;V;104;V;81;V;93;V;78;V;68;V;95;V;86;V;82;V;78;V;82;V;95;V;84;V;89;V;93;V;102;V;109;V;110;V;101;V;109;V;115;V;103;V;107;V;91;V;72;V;119;V;138;V;130;V;117;V;94;V;C;
GUADALAJARA;CAMPISABALOS;999;MONOXIDO DE NITROGENO;19061999_7_8;2021;7;0;11;V;0;12;V;0;13;V;0;13;V;0;14;V;0;14;V;0;20;V;0;12;V;0;21;V;0;13;V;0;12;V;0;15;V;0;940;V;0;9;V;0;870;V;0;19;V;0;670;V;0;830;V;0;930;V;0;910;V;0;12;V;0
GUADALAJARA;CAMPISABALOS;999;DIOXIDO DE NITROGENO;19061999_8_8;2021;7;1;80;V;1;90;V;2;30;V;1;80;V;1;80;V;2;10;V;1;70;V;1;40;V;2;20;V;2;30;V;2;40;V;1;90;V;1;10;V;1;30;V;1;40;V;1;80;V;1;30;V;1;60;V;1;70;V;2;V;2;50;V;2;40
GUADALAJARA;CAMPISABALOS;999;PARTICULAS EN SUSPENSION <10?M;19061999_10_47;2021;7;14;V;15;V;13;V;9;10;V;12;V;8;20;V;7;10;V;7;30;V;16;V;20;V;58;V;9;80;V;6;60;V;7;80;V;10;V;15;V;14;V;15;V;18;V;23;V;31;V;33;V;26;V;12;V;12;V;11;V;19;V;19;V;20
HUELVA;ALMONTE;999;OZONO;21005999_14_6;2021;7;83;V;76;V;44;V;55;V;61;V;48;V;66;V;74;V;70;V;73;V;66;V;57;V;62;V;72;V;64;V;70;V;83;V;76;V;67;V;68;V;69;V;76;V;79;V;69;V;51;V;42;V;58;V;82;V;71;V;63;V;61;V;C;
LLEIDA;TORMS (ELS);999;DIOXIDO DE AZUFRE;25224999_1_38;2021;7;0;41;V;0;53;V;0;59;V;0;68;V;0;52;V;0;45;V;0;38;V;0;44;V;0;51;V;0;61;V;0;59;V;0;52;V;0;40;V;0;45;V;0;59;V;0;56;V;0;63;V;0;60;V;0;66;V;0;63;V;0;59;V;0
LLEIDA;TORMS (ELS);999;DIOXIDO DE NITROGENO;25224999_8_8;2021;7;1;10;V;1;30;V;1;50;V;2;V;1;30;V;1;50;V;1;80;V;1;40;V;1;40;V;1;20;V;1;50;V;1;80;V;0;90;V;1;30;V;1;60;V;1;80;V;1;80;V;1;90;V;1;70;V;1;60;V;2;40;V;0;92
LLEIDA;TORMS (ELS);999;OZONO;25224999_14_6;2021;7;82;V;90;V;94;V;93;V;86;V;82;V;74;V;71;V;79;V;90;V;86;V;77;V;59;V;67;V;76;V;86;V;86;V;98;V;100;V;106;V;107;V;111;V;121;V;93;V;83;V;84;V;101;V;94;V;100;V;89;V;58;V;C;
LUGO;SAVIÑAO (O);999;MONOXIDO DE NITROGENO;27058999_7_8;2021;7;0;21;V;0;32;V;0;27;V;0;21;V;0;21;V;0;20;V;0;20;V;0;23;V;0;23;V;0;26;V;0;25;V;0;20;V;0;23;V;0;18;V;0;19;V;0;20;V;0;18;V;0;14;V;0;16;V;N;0;640;V;0;11;V
LUGO;SAVIÑAO (O);999;DIOXIDO DE NITROGENO;27058999_8_8;2021;7;1;80;V;2;70;V;1;60;V;0;99;V;1;40;V;0;91;V;1;V;1;30;V;1;50;V;1;50;V;1;20;V;0;93;V;1;30;V;1;20;V;1;40;V;1;70;V;1;50;V;2;20;V;2;50;V;N;2;V;2;V;1;30;V
LUGO;SAVIÑAO (O);999;PARTICULAS EN SUSPENSION <10?M;27058999_10_47;2021;7;9;80;V;11;V;5;V;6;30;V;5;50;V;6;40;V;7;60;V;7;70;V;8;50;V;8;80;V;8;50;V;8;V;9;V;6;50;V;9;70;V;11;V;11;V;16;V;13;V;11;V;13;V;11;V;8;60;V;5;60;V;6;50;V
LUGO;SAVIÑAO (O);999;OXIDOS DE NITROGENO TOTALES;27058999_12_8;2021;7;2;10;V;3;10;V;2;V;1;30;V;1;70;V;1;20;V;1;40;V;1;70;V;1;80;V;1;90;V;1;60;V;1;20;V;1;70;V;1;50;V;1;70;V;2;V;1;80;V;2;40;V;2;70;V;N;2;10;V;2;20;V;1;40
GRANADA;VIZNAR;999;PARTICULAS EN SUSPENSION <10?M;18189999_10_M;2020;5;0;N;0;N;0;N;27;V;19;V;0;N;20;V;18;V;12;V;11;V;10;V;4;V;4;V;2;V;5;V;6;V;7;V;10;V;10;V;12;V;15;V;14;V;18;V;16;V;0;N;14;V;19;V;21;V;26;V;17;V;17;V;N;
GRANADA;VIZNAR;999;PARTICULAS EN SUSPENSION <2,5?M;18189999_9_M;2020;5;0;N;0;N;0;N;9;V;4;V;8;V;7;V;8;V;5;V;3;V;3;V;0;N;3;V;2;V;4;V;3;V;4;V;5;V;6;V;7;V;7;V;8;V;10;V;8;V;7;V;0;N;8;V;8;V;9;V;7;V;7;V;N;
GRANADA;VIZNAR;999;PLOMO (PM10);18189999_19_M;2020;5;0;N;0;N;0;N;0;1180;V;0;N;0;N;0;N;0;N;0;N;0;180;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;980;V;0;N;0;920;V;0;N;0;N;0;N;0;N;0;1380;V;0
GRANADA;VIZNAR;999;CADMIO (PM10);18189999_28_M;2020;5;0;N;0;N;0;N;0;3;V;0;N;0;N;0;N;0;N;0;N;0;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;3;V;0;N;0;2;V;0;N;0;N;0;N;0;N;0;6;V;0
GRANADA;VIZNAR;999;ARSENICO (PM10);18189999_17_M;2020;5;0;N;0;N;0;N;0;24;V;0;N;0;N;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;18;V;0;N;0;22;V;0;N;0;N;0;N;0;N;0;24;V;0
GRANADA;VIZNAR;999;NIQUEL (PM10);18189999_62_M;2020;5;0;N;0;N;0;N;1;22;V;0;N;0;N;0;N;0;N;0;N;0;33;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;44;V;0;N;0;56;V;0;N;0;N;0;N;0;N;0;86;V;0
ASTURIAS;LLANES;999;MONOXIDO DE NITROGENO;33036999_7_8;2021;7;0;39;V;1;20;V;0;40;V;0;43;V;0;44;V;0;34;V;0;48;V;0;54;V;0;57;V;0;51;V;0;45;V;0;42;V;0;36;V;0;38;V;N;0;64;V;0;78;V;0;62;V;0;46;V;0;66;V;0;39;V;0;38;V
ASTURIAS;LLANES;999;DIOXIDO DE NITROGENO;33036999_8_8;2021;7;1;70;V;3;50;V;1;60;V;1;50;V;1;50;V;1;80;V;1;90;V;1;50;V;2;30;V;1;50;V;1;90;V;1;30;V;1;10;V;1;40;V;N;2;70;V;3;10;V;2;20;V;1;90;V;2;80;V;2;20;V;2;V;2
ASTURIAS;LLANES;999;OZONO;33036999_14_6;2021;7;71;V;60;V;66;V;59;V;54;V;66;V;54;V;55;V;58;V;57;V;56;V;48;V;50;V;52;V;N;62;V;65;V;69;V;76;V;81;V;90;V;87;V;73;V;60;V;62;V;N;72;V;66;V;66;V;58;V;54;V;C;;;
TOLEDO;SAN PABLO DE LOS MONTES;999;MONOXIDO DE NITROGENO;45153999_7_8;2021;7;0;15;V;0;15;V;0;17;V;0;20;V;0;18;V;0;21;V;0;20;V;0;27;V;0;20;V;0;18;V;0;15;V;0;16;V;0;22;V;0;21;V;0;21;V;0;18;V;0;17;V;0;17;V;0;15;V;0;15;V;0;15;V;0
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE NITROGENO;45153999_8_8;2021;7;0;49;V;0;44;V;0;51;V;0;69;V;0;62;V;0;77;V;0;75;V;1;20;V;0;88;V;0;73;V;0;52;V;0;56;V;0;83;V;0;90;V;1;20;V;0;75;V;0;72;V;0;68;V;0;64;V;0;53;V;0;50;V;0
TOLEDO;SAN PABLO DE LOS MONTES;999;OXIDOS DE NITROGENO TOTALES;45153999_12_8;2021;7;0;73;V;0;67;V;0;77;V;1;V;0;90;V;1;10;V;1;10;V;1;70;V;1;20;V;1;V;0;75;V;0;81;V;1;20;V;1;20;V;1;50;V;1;V;0;98;V;0;94;V;0;87;V;0;76;V;0;73;V;0;71;V;0
VALENCIA;ZARRA;999;DIOXIDO DE AZUFRE;46263999_1_38;2021;7;0;47;V;0;66;V;0;64;V;0;44;V;0;61;V;0;49;V;0;42;V;0;30;V;0;23;V;0;53;V;0;74;V;0;79;V;0;43;V;0;49;V;0;41;V;0;62;V;0;74;V;0;98;V;0;70;V;1;V;0;52;V;0;53
VALENCIA;ZARRA;999;DIOXIDO DE NITROGENO;46263999_8_8;2021;7;1;20;V;1;30;V;0;81;V;0;69;V;1;10;V;0;72;V;1;40;V;1;10;V;0;98;V;0;95;V;1;10;V;0;76;V;0;88;V;0;72;V;1;70;V;1;30;V;1;30;V;0;88;V;N;1;60;V;1;40;V;1;10;V
VALENCIA;ZARRA;999;PARTICULAS EN SUSPENSION <10?M;46263999_10_47;2021;7;18;V;25;V;17;V;12;V;18;V;15;V;15;V;14;V;16;V;24;V;50;V;96;V;12;V;12;V;14;V;18;V;20;V;18;V;20;V;26;V;22;V;18;V;35;V;25;V;21;V;14;V;12;V;14;V;18;V;N;18;V;C;;
VALENCIA;ZARRA;999;OZONO;46263999_14_6;2021;7;92;V;107;V;98;V;79;V;93;V;71;V;81;V;88;V;88;V;92;V;89;V;95;V;77;V;84;V;86;V;94;V;93;V;95;V;107;V;110;V;113;V;122;V;123;V;109;V;104;V;91;V;106;V;102;V;100;V;113;V;103;V;C;
ZAMORA;PEÑAUSENDE;999;DIOXIDO DE AZUFRE;49149999_1_38;2021;7;0;22;V;0;23;V;0;36;V;0;42;V;0;42;V;0;44;V;0;42;V;0;27;V;0;21;V;0;26;V;0;22;V;0;37;V;0;31;V;0;36;V;0;59;V;0;57;V;0;50;V;0;59;V;0;41;V;0;65;V;0;41;V;0
ZAMORA;PEÑAUSENDE;999;PARTICULAS EN SUSPENSION <10?M;49149999_10_47;2021;7;12;V;11;V;6;10;V;6;50;V;7;60;V;7;V;8;30;V;9;90;V;11;V;10;V;18;V;6;40;V;7;60;V;10;V;11;V;12;V;13;V;16;V;19;V;24;V;20;V;22;V;12;V;7;40;V;7;80;V;8;20;V;12;V
ZAMORA;PEÑAUSENDE;999;OXIDOS DE NITROGENO TOTALES;49149999_12_8;2021;7;1;10;V;1;40;V;1;60;V;1;40;V;1;70;V;1;20;V;1;V;1;20;V;1;60;V;1;60;V;1;80;V;0;85;V;0;88;V;1;40;V;1;50;V;1;50;V;1;50;V;1;20;V;0;95;V;1;30;V;1;10;V;1;10
ASTURIAS;LLANES;999;PARTICULAS EN SUSPENSION <10?M;33036999_10_M;2020;12;15;V;12;V;5;V;5;V;2;V;2;V;5;V;3;V;5;V;9;V;13;V;9;V;12;V;5;V;11;V;5;V;7;V;11;V;13;V;9;V;5;V;8;V;7;V;0;N;6;V;2;V;5;V;4;V;2;V;4;V;2;V;N;
ASTURIAS;LLANES;999;PARTICULAS EN SUSPENSION <2,5?M;33036999_9_M;2020;12;6;V;3;V;2;V;1;V;2;V;2;V;2;V;2;V;1;V;2;V;3;V;2;V;2;V;3;V;3;V;3;V;2;V;2;V;3;V;2;V;4;V;7;V;5;V;2;V;3;V;2;V;3;V;2;V;1;V;3;V;1;V;N;
GUADALAJARA;CAMPISABALOS;999;PARTICULAS EN SUSPENSION <10?M;19061999_10_M;2020;12;3;V;4;V;0;N;2;V;3;V;3;V;1;V;3;V;1;V;6;V;3;V;7;V;5;V;2;V;2;V;1;V;1;V;4;V;2;V;2;V;1;V;2;V;2;V;2;V;3;V;3;V;3;V;0;N;0;N;0;N;0;N;N;
GUADALAJARA;CAMPISABALOS;999;PARTICULAS EN SUSPENSION <2,5?M;19061999_9_M;2020;12;1;V;1;V;0;N;1;V;1;V;2;V;1;V;3;V;0;N;3;V;1;V;3;V;2;V;0;N;1;V;0;N;1;V;3;V;0;N;1;V;1;V;2;V;1;V;0;N;3;V;3;V;0;N;0;N;0;N;0;N;0;N;N;
BADAJOZ;BARCARROTA;999;PARTICULAS EN SUSPENSION <10?M;06016999_10_M;2020;12;0;N;12;V;8;V;0;N;7;V;7;V;9;V;6;V;5;V;0;N;0;N;2;V;2;V;2;V;7;V;4;V;6;V;7;V;4;V;7;V;9;V;9;V;11;V;7;V;3;V;5;V;2;V;10;V;7;V;6;V;5;V;N;
BADAJOZ;BARCARROTA;999;PARTICULAS EN SUSPENSION <2,5?M;06016999_9_M;2020;12;4;V;5;V;7;V;1;V;1;V;2;V;9;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;2;V;4;V;1;V;1;V;3;V;4;V;5;V;3;V;2;V;3;V;1;V;3;V;2;V;3;V;1;V;N;
VALENCIA;ZARRA;999;PARTICULAS EN SUSPENSION <10?M;46263999_10_M;2020;12;8;V;3;V;5;V;2;V;4;V;4;V;0;N;3;V;3;V;2;V;2;V;8;V;6;V;4;V;4;V;8;V;8;V;8;V;7;V;4;V;5;V;6;V;7;V;5;V;2;V;3;V;5;V;4;V;3;V;4;V;3;V;N;
VALENCIA;ZARRA;999;PARTICULAS EN SUSPENSION <2,5?M;46263999_9_M;2020;12;6;V;2;V;3;V;2;V;2;V;2;V;0;N;1;V;2;V;1;V;1;V;3;V;5;V;0;N;2;V;5;V;4;V;5;V;4;V;2;V;3;V;4;V;6;V;4;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;N;
TOLEDO;SAN PABLO DE LOS MONTES;999;PARTICULAS EN SUSPENSION <10?M;45153999_10_M;2020;5;0;N;0;N;0;N;10;V;10;V;8;V;13;V;10;V;9;V;8;V;2;V;3;V;2;V;2;V;4;V;4;V;6;V;6;V;5;V;7;V;9;V;14;V;12;V;12;V;13;V;11;V;15;V;15;V;11;V;14;V;15;V;N;
TOLEDO;SAN PABLO DE LOS MONTES;999;PARTICULAS EN SUSPENSION <2,5?M;45153999_9_M;2020;5;0;N;0;N;0;N;6;V;8;V;5;V;9;V;7;V;5;V;3;V;2;V;2;V;3;V;2;V;3;V;4;V;5;V;5;V;4;V;6;V;9;V;11;V;9;V;10;V;8;V;5;V;8;V;7;V;6;V;8;V;7;V;N;
LLEIDA;TORMS (ELS);999;DIOXIDO DE AZUFRE;25224999_1_38;2020;10;0;63;V;0;47;V;0;43;V;0;46;V;0;52;V;0;60;V;0;59;V;0;47;V;0;47;V;0;47;V;0;39;V;0;38;V;0;45;V;0;42;V;0;47;V;0;61;V;0;63;V;0;78;V;0;55;V;0;65;V;0;73;V;0
LLEIDA;TORMS (ELS);999;MONOXIDO DE NITROGENO;25224999_7_8;2020;10;0;12;V;0;10;V;0;16;V;0;13;V;0;15;V;0;15;V;0;17;V;0;880;V;0;15;V;0;12;V;0;930;V;0;10;V;0;12;V;0;14;V;0;15;V;0;19;V;0;15;V;0;13;V;0;11;V;0;840;V;0;12;V;0
LLEIDA;TORMS (ELS);999;DIOXIDO DE NITROGENO;25224999_8_8;2020;10;3;40;V;2;20;V;2;40;V;2;V;1;80;V;2;50;V;2;40;V;1;80;V;2;30;V;2;V;1;V;1;20;V;1;30;V;1;50;V;2;V;2;80;V;3;V;3;30;V;2;40;V;1;90;V;2;80;V;2;70;V;2;50;V
LLEIDA;TORMS (ELS);999;OZONO;25224999_14_6;2020;10;81;V;74;V;65;V;65;V;61;V;62;V;57;V;57;V;59;V;62;V;72;V;73;V;72;V;64;V;65;V;68;V;66;V;75;V;86;V;93;V;87;V;56;V;63;V;63;V;68;V;67;V;61;V;55;V;55;V;57;V;61;V;C;
LUGO;SAVIÑAO (O);999;MONOXIDO DE NITROGENO;27058999_7_8;2020;10;0;28;V;0;30;V;0;30;V;0;31;V;0;29;V;0;20;V;0;25;V;0;26;V;0;20;V;0;13;V;0;12;V;0;19;V;0;18;V;0;20;V;0;30;V;0;39;V;0;31;V;0;31;V;0;29;V;0;35;V;0;36;V;0
LUGO;SAVIÑAO (O);999;DIOXIDO DE NITROGENO;27058999_8_8;2020;10;1;60;V;1;10;V;1;20;V;0;97;V;1;30;V;0;98;V;1;80;V;2;30;V;2;20;V;0;70;V;0;80;V;1;60;V;1;40;V;1;20;V;2;V;2;40;V;2;80;V;1;60;V;1;80;V;2;V;2;50;V;1;80;V
LUGO;SAVIÑAO (O);999;PARTICULAS EN SUSPENSION <10?M;27058999_10_47;2020;10;4;20;V;6;20;V;8;70;V;9;40;V;9;60;V;6;80;V;8;60;V;9;30;V;8;20;V;5;20;V;6;80;V;5;50;V;5;40;V;5;40;V;5;50;V;6;80;V;10;V;9;10;V;16;V;5;10;V;5;70;V;6;40;V
LUGO;SAVIÑAO (O);999;OZONO;27058999_14_6;2020;10;59;V;68;V;65;V;60;V;49;V;47;V;45;V;45;V;44;V;62;V;70;V;47;V;52;V;52;V;49;V;52;V;59;V;60;V;73;V;48;V;65;V;63;V;61;V;64;V;68;V;59;V;N;N;48;V;54;V;50;V;C;;;
ASTURIAS;LLANES;999;DIOXIDO DE NITROGENO;33036999_8_8;2020;10;2;80;V;0;85;V;0;54;V;0;46;V;1;80;V;3;10;V;3;10;V;1;90;V;1;90;V;1;70;V;1;20;V;2;V;1;20;V;1;50;V;1;60;V;2;30;V;2;40;V;3;V;3;20;V;1;60;V;2;50;V;3;90;V
ASTURIAS;LLANES;999;OZONO;33036999_14_6;2020;10;71;V;84;V;82;V;75;V;74;V;61;V;64;V;63;V;71;V;77;V;81;V;77;V;80;V;73;V;78;V;79;V;66;V;71;V;81;V;77;V;72;V;70;V;73;V;71;V;77;V;79;V;71;V;76;V;74;V;71;V;71;V;C;
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE NITROGENO;45153999_8_8;2020;10;1;20;V;1;40;V;0;40;V;0;66;V;N;1;V;1;50;V;0;68;V;0;77;V;0;73;V;0;82;V;0;88;V;0;67;V;0;51;V;0;84;V;0;83;V;0;60;V;0;64;V;0;56;V;2;20;V;3;40;V;2;90;V;1
TOLEDO;SAN PABLO DE LOS MONTES;999;OXIDOS DE NITROGENO TOTALES;45153999_12_8;2020;10;1;60;V;2;V;0;72;V;0;93;V;N;1;50;V;2;20;V;0;97;V;1;V;1;V;1;20;V;1;40;V;0;96;V;0;85;V;1;30;V;1;30;V;0;95;V;1;10;V;0;94;V;3;40;V;5;10;V;4;50;V;1;70;V
VALENCIA;ZARRA;999;MONOXIDO DE NITROGENO;46263999_7_8;2020;10;0;13;V;0;83;V;0;18;V;0;16;V;0;20;V;0;17;V;0;17;V;0;22;V;0;23;V;0;23;V;0;15;V;0;12;V;0;16;V;0;19;V;0;15;V;0;15;V;0;14;V;0;15;V;0;17;V;0;21;V;0;16;V;0
VALENCIA;ZARRA;999;PARTICULAS EN SUSPENSION <10?M;46263999_10_47;2020;10;21;V;20;V;8;20;V;8;10;V;8;30;V;11;V;9;30;V;13;V;12;V;13;V;7;30;V;5;60;V;10;V;10;V;6;50;V;8;60;V;14;V;16;V;14;V;22;V;33;V;26;V;5;50;V;6;V;6;70;V;5;10;V;7
VALENCIA;ZARRA;999;OZONO;46263999_14_6;2020;10;93;V;67;V;70;V;69;V;65;V;66;V;72;V;75;V;63;V;66;V;71;V;73;V;68;V;66;V;69;V;74;V;82;V;90;V;97;V;90;V;75;V;56;V;69;V;70;V;75;V;71;V;66;V;61;V;59;V;65;V;71;V;C;
ZAMORA;PEÑAUSENDE;999;DIOXIDO DE AZUFRE;49149999_1_38;2020;10;0;15;V;0;13;V;0;15;V;0;15;V;0;15;V;0;14;V;0;29;V;0;45;V;0;67;V;0;21;V;0;19;V;0;24;V;0;24;V;0;21;V;0;24;V;0;29;V;0;37;V;0;46;V;0;58;V;0;25;V;0;17;V;0
ZAMORA;PEÑAUSENDE;999;MONOXIDO DE NITROGENO;49149999_7_8;2020;10;0;16;V;0;13;V;0;12;V;0;12;V;0;15;V;0;16;V;0;15;V;0;27;V;0;14;V;0;16;V;0;12;V;0;12;V;0;18;V;0;13;V;0;13;V;0;13;V;0;13;V;0;13;V;0;15;V;0;15;V;0;11;V;0
ZAMORA;PEÑAUSENDE;999;DIOXIDO DE NITROGENO;49149999_8_8;2020;10;1;V;0;36;V;0;42;V;0;42;V;0;61;V;0;84;V;0;81;V;1;20;V;0;61;V;0;79;V;0;53;V;0;44;V;0;68;V;0;44;V;0;52;V;0;43;V;0;48;V;0;77;V;0;61;V;0;92;V;0;33;V;0;46
ZAMORA;PEÑAUSENDE;999;OXIDOS DE NITROGENO TOTALES;49149999_12_8;2020;10;1;30;V;0;57;V;0;60;V;0;61;V;0;84;V;1;10;V;1;V;1;60;V;0;83;V;1;V;0;71;V;0;62;V;0;95;V;0;63;V;0;72;V;0;63;V;0;68;V;0;97;V;0;84;V;1;10;V;0;50;V;0;66;V
ZAMORA;PEÑAUSENDE;999;OZONO;49149999_14_6;2020;10;66;V;65;V;68;V;61;V;56;V;53;V;63;V;72;V;84;V;53;V;67;V;76;V;59;V;63;V;68;V;78;V;78;V;76;V;84;V;58;V;73;V;65;V;62;V;59;V;65;V;64;V;59;V;51;V;64;V;65;V;59;V;C;
LLEIDA;TORMS (ELS);999;OXIDOS DE NITROGENO TOTALES;25224999_12_8;2020;10;3;50;V;2;40;V;2;70;V;2;20;V;2;V;2;70;V;2;60;V;2;V;2;50;V;2;20;V;1;20;V;1;40;V;1;50;V;1;80;V;2;20;V;3;10;V;3;20;V;3;50;V;2;60;V;2;V;3;V;2;90;V;2;80
HUELVA;ALMONTE;999;OZONO;21005999_14_6;2020;10;62;V;66;V;70;V;63;V;58;V;56;V;64;V;62;V;67;V;65;V;62;V;74;V;76;V;73;V;70;V;63;V;71;V;68;V;86;V;83;V;76;V;65;V;47;V;43;V;56;V;57;V;54;V;50;V;56;V;56;V;54;V;C;
ASTURIAS;LLANES;999;MONOXIDO DE NITROGENO;33036999_7_8;2020;10;0;48;V;0;30;V;0;29;V;0;28;V;0;58;V;0;28;V;0;23;V;0;35;V;0;28;V;0;38;V;0;25;V;0;35;V;0;18;V;0;23;V;0;28;V;0;41;V;0;52;V;0;61;V;0;59;V;0;27;V;0;40;V;0
GRANADA;VIZNAR;999;DIOXIDO DE AZUFRE;18189999_1_38;2020;10;1;50;V;1;V;0;97;V;0;92;V;0;92;V;1;20;V;1;40;V;1;30;V;1;60;V;1;70;V;1;10;V;1;30;V;1;50;V;1;30;V;1;40;V;1;60;V;1;50;V;1;30;V;1;20;V;1;30;V;1;10;V;1;V
VALENCIA;ZARRA;999;DIOXIDO DE NITROGENO;46263999_8_8;2020;10;0;95;V;1;40;V;1;20;V;1;V;1;30;V;1;40;V;1;30;V;1;70;V;1;20;V;1;20;V;0;72;V;0;53;V;1;10;V;1;20;V;0;85;V;0;85;V;0;97;V;1;V;2;V;2;50;V;1;10;V;2;V;0;99
GIRONA;CADAQUES;999;DIOXIDO DE AZUFRE;17032999_1_38;2020;10;0;63;V;0;61;V;0;65;V;0;67;V;0;68;V;0;74;V;0;68;V;0;66;V;0;64;V;0;65;V;0;68;V;0;70;V;0;73;V;0;69;V;0;73;V;0;73;V;0;74;V;0;75;V;0;73;V;0;68;V;0;64;V;0
LUGO;SAVIÑAO (O);999;DIOXIDO DE AZUFRE;27058999_1_38;2020;10;1;10;V;1;30;V;1;10;V;1;10;V;1;10;V;1;V;1;10;V;1;10;V;1;V;0;93;V;0;89;V;0;93;V;1;10;V;1;V;1;V;1;10;V;1;10;V;1;10;V;1;30;V;N;1;40;V;1;30;V;1;10;V;1
HUELVA;ALMONTE;999;OXIDOS DE NITROGENO TOTALES;21005999_12_8;2020;10;2;80;V;2;60;V;2;30;V;3;V;3;10;V;5;10;V;7;10;V;7;50;V;8;60;V;3;60;V;2;50;V;2;70;V;4;70;V;1;80;V;1;90;V;4;50;V;3;40;V;3;80;V;3;50;V;3;10;V;1;30;V;1;50
GUADALAJARA;CAMPISABALOS;999;MONOXIDO DE NITROGENO;19061999_7_8;2020;10;0;26;V;0;24;V;0;23;V;0;24;V;0;25;V;0;27;V;0;26;V;0;26;V;0;26;V;0;24;V;0;32;V;0;23;V;0;25;V;0;24;V;0;23;V;0;23;V;0;27;V;0;25;V;N;0;14;V;0;18;V;0;16;V
GIRONA;CADAQUES;999;OXIDOS DE NITROGENO TOTALES;17032999_12_8;2020;10;4;70;V;3;V;3;40;V;2;60;V;1;70;V;5;10;V;2;30;V;2;10;V;4;40;V;2;50;V;2;20;V;2;40;V;3;V;2;40;V;2;20;V;2;50;V;2;50;V;3;40;V;3;30;V;2;10;V;2;40;V;2;60;V
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE AZUFRE;45153999_1_38;2020;10;0;64;V;0;37;V;0;47;V;0;48;V;N;0;50;V;0;59;V;0;90;V;0;93;V;0;96;V;0;60;V;0;68;V;0;62;V;0;57;V;0;69;V;0;69;V;0;99;V;1;V;1;30;V;0;71;V;0;38;V;0;37;V;0
GIRONA;CADAQUES;999;MONOXIDO DE NITROGENO;17032999_7_8;2020;10;0;46;V;0;35;V;0;55;V;0;49;V;0;24;V;0;78;V;0;22;V;0;26;V;0;45;V;0;38;V;0;26;V;0;27;V;0;51;V;0;56;V;0;23;V;0;23;V;0;23;V;0;27;V;0;30;V;0;23;V;0;18;V;0
GRANADA;VIZNAR;999;MONOXIDO DE NITROGENO;18189999_7_8;2020;10;0;59;V;0;46;V;0;50;V;0;35;V;0;37;V;1;80;V;1;80;V;0;54;V;1;40;V;1;V;0;72;V;1;70;V;1;20;V;0;84;V;0;84;V;0;76;V;0;80;V;0;53;V;0;71;V;0;39;V;0;38;V;0;18
